id,datetime_AEST,datetime_local,location_id,location_name,BSP,DBT,NO2,O3,PM10,Sigma05,SWS,VWD,VWS
671,2022-01-28 22:00:00,2022-01-28 23:00:00,10022,Dandenong,7.85,19.272,4.007,13.648,,16.745,2.473,191.489,2.364
672,2022-01-28 23:00:00,2022-01-29 00:00:00,10022,Dandenong,8.84,19.197,4.455,13.175,,15.572,2.61,181.791,2.518
673,2022-01-29 00:00:00,2022-01-29 01:00:00,10022,Dandenong,,18.781,,,,18.462,2.774,167.579,2.6
674,2022-01-29 01:00:00,2022-01-29 02:00:00,10022,Dandenong,5.863,17.97,2.89,13.71,0.175,17.041,2.615,171.048,2.514
675,2022-01-29 02:00:00,2022-01-29 03:00:00,10022,Dandenong,7.916,17.743,2.742,12.943,3.491,18.758,1.478,153.57,1.276
676,2022-01-29 03:00:00,2022-01-29 04:00:00,10022,Dandenong,16.366,17.601,11.814,5.17,8.022,18.633,1.072,114.519,1.007
677,2022-01-29 04:00:00,2022-01-29 05:00:00,10022,Dandenong,9.644,17.505,6.834,9.619,5.039,17.317,2.255,144.032,2.157
678,2022-01-29 05:00:00,2022-01-29 06:00:00,10022,Dandenong,9.887,17.704,7.75,7.647,8.175,18.702,1.648,156.289,1.545
679,2022-01-29 06:00:00,2022-01-29 07:00:00,10022,Dandenong,11.73,18.134,9.468,5.694,10.645,20.689,1.469,144.663,1.382
680,2022-01-29 07:00:00,2022-01-29 08:00:00,10022,Dandenong,13.787,18.734,6.534,7.971,10.823,20.729,2.019,162.028,1.908
681,2022-01-29 08:00:00,2022-01-29 09:00:00,10022,Dandenong,16.318,19.699,4.539,9.803,7.574,17.577,2.722,175.635,2.594
682,2022-01-29 09:00:00,2022-01-29 10:00:00,10022,Dandenong,15.693,20.514,3.248,12.061,9.192,20.029,2.743,167.937,2.56
683,2022-01-29 10:00:00,2022-01-29 11:00:00,10022,Dandenong,15.245,20.665,4.19,12.13,7.523,19.389,2.812,158.443,2.629
684,2022-01-29 11:00:00,2022-01-29 12:00:00,10022,Dandenong,12.153,22.388,2.488,14.747,2.707,21.232,2.534,171.474,2.333
685,2022-01-29 12:00:00,2022-01-29 13:00:00,10022,Dandenong,9.896,23.221,2.183,17.077,13.521,22.063,3.097,198.354,2.491
686,2022-01-29 13:00:00,2022-01-29 14:00:00,10022,Dandenong,9.958,22.253,2.845,16.179,8.654,14.74,4.141,228.823,3.988
687,2022-01-29 14:00:00,2022-01-29 15:00:00,10022,Dandenong,10.18,22.328,2.84,16.192,5.927,17.832,3.621,204.243,3.032
688,2022-01-29 15:00:00,2022-01-29 16:00:00,10022,Dandenong,10.821,22.158,2.608,15.814,11.121,21.103,3.19,160.925,2.951
689,2022-01-29 16:00:00,2022-01-29 17:00:00,10022,Dandenong,11.425,21.439,2.494,13.866,8.707,20.084,3.015,156.969,2.803
690,2022-01-29 17:00:00,2022-01-29 18:00:00,10022,Dandenong,13.175,20.659,2.722,13.413,13.256,18.25,3.017,166.67,2.86
691,2022-01-29 18:00:00,2022-01-29 19:00:00,10022,Dandenong,15.11,20.263,2.664,12.242,16.513,19.537,2.798,165.371,2.644
692,2022-01-29 19:00:00,2022-01-29 20:00:00,10022,Dandenong,16.278,19.712,2.522,11.89,15.279,18.264,2.817,170.173,2.671
693,2022-01-29 20:00:00,2022-01-29 21:00:00,10022,Dandenong,17.2,19.612,2.603,11.369,18.411,17.556,2.572,170.743,2.463
694,2022-01-29 21:00:00,2022-01-29 22:00:00,10022,Dandenong,16.902,19.618,2.581,10.804,14.751,16.965,2.547,175.435,2.45
695,2022-01-29 22:00:00,2022-01-29 23:00:00,10022,Dandenong,16.066,19.532,2.722,10.161,10.769,17.474,2.428,169.525,2.328
696,2022-01-29 23:00:00,2022-01-30 00:00:00,10022,Dandenong,17.58,19.864,6.182,6.397,19.564,19.857,1.936,145.805,1.764
697,2022-01-30 00:00:00,2022-01-30 01:00:00,10022,Dandenong,,20.057,,,12.542,13.517,3.217,121.715,3.121
698,2022-01-30 01:00:00,2022-01-30 02:00:00,10022,Dandenong,9.287,20.097,5.4,8.167,5.55,12.911,3.611,116.173,3.524
699,2022-01-30 02:00:00,2022-01-30 03:00:00,10022,Dandenong,4.471,19.989,4.881,8.487,3.049,15.872,3.238,110.299,3.125
700,2022-01-30 03:00:00,2022-01-30 04:00:00,10022,Dandenong,3.759,19.892,4.254,8.674,2.695,13.7,2.934,113.624,2.857
701,2022-01-30 04:00:00,2022-01-30 05:00:00,10022,Dandenong,3.406,19.843,4.561,8.108,4.53,14.716,2.481,108.618,2.403
702,2022-01-30 05:00:00,2022-01-30 06:00:00,10022,Dandenong,3.258,19.927,5.345,6.654,6.818,11.847,2.061,120.852,2.007
703,2022-01-30 06:00:00,2022-01-30 07:00:00,10022,Dandenong,2.983,20.175,4.371,7.552,5.077,12.324,2.292,122.879,2.229
704,2022-01-30 07:00:00,2022-01-30 08:00:00,10022,Dandenong,2.995,21.906,2.928,8.872,6.596,19.503,2.016,117.975,1.88
705,2022-01-30 08:00:00,2022-01-30 09:00:00,10022,Dandenong,3.685,23.304,2.609,10.619,6.681,32.599,1.577,152.484,1.23
706,2022-01-30 09:00:00,2022-01-30 10:00:00,10022,Dandenong,4.621,24.384,3.47,11.985,10.655,33.621,1.543,141.129,1.204
707,2022-01-30 10:00:00,2022-01-30 11:00:00,10022,Dandenong,5.342,25.875,3.497,17.001,8.72,37.795,1.882,125.153,1.555
708,2022-01-30 11:00:00,2022-01-30 12:00:00,10022,Dandenong,8.155,26.972,5.123,22.203,,34.346,1.456,161.119,0.827
709,2022-01-30 12:00:00,2022-01-30 13:00:00,10022,Dandenong,7.482,29.105,5.878,24.278,16.365,34.753,2.293,149.707,1.692
710,2022-01-30 13:00:00,2022-01-30 14:00:00,10022,Dandenong,6.606,30.091,4.727,23.482,11.214,23.82,2.764,134.991,2.473
711,2022-01-30 14:00:00,2022-01-30 15:00:00,10022,Dandenong,12.11,30.483,5.313,25.422,8.926,21.184,3.238,144.889,3.021
712,2022-01-30 15:00:00,2022-01-30 16:00:00,10022,Dandenong,18.963,29.865,5.272,26.073,10.051,18.657,4.039,136.17,3.805
713,2022-01-30 16:00:00,2022-01-30 17:00:00,10022,Dandenong,20.258,29.005,3.724,25.717,17.648,14.298,4.9,124.932,4.747
714,2022-01-30 17:00:00,2022-01-30 18:00:00,10022,Dandenong,18.747,27.415,3.825,21.517,14.269,13.311,4.772,122.809,4.626
715,2022-01-30 18:00:00,2022-01-30 19:00:00,10022,Dandenong,11.097,25.438,3.579,16.146,13.086,13.015,4.924,120.875,4.78
716,2022-01-30 19:00:00,2022-01-30 20:00:00,10022,Dandenong,9.247,23.216,4.194,12.461,4.544,10.798,5.059,121.205,4.968
717,2022-01-30 20:00:00,2022-01-30 21:00:00,10022,Dandenong,10.205,21.751,4.722,10.566,8.941,11.169,4.643,122.506,4.554
718,2022-01-30 21:00:00,2022-01-30 22:00:00,10022,Dandenong,9.503,21.1,4.998,9.39,5.444,11.893,3.925,116.923,3.837
719,2022-01-30 22:00:00,2022-01-30 23:00:00,10022,Dandenong,9.376,20.693,5.05,9.174,4.635,13.777,2.954,110.243,2.874
720,2022-01-30 23:00:00,2022-01-31 00:00:00,10022,Dandenong,8.844,20.43,5.42,8.085,4.085,12.141,2.519,113.25,2.459
721,2022-01-31 00:00:00,2022-01-31 01:00:00,10022,Dandenong,,20.004,,,8.63,16.947,1.338,99.029,1.272
722,2022-01-31 01:00:00,2022-01-31 02:00:00,10022,Dandenong,9.235,19.742,7.434,4.768,7.454,17.388,0.862,101.724,0.821
723,2022-01-31 02:00:00,2022-01-31 03:00:00,10022,Dandenong,9.33,19.379,7.239,2.633,6.894,15.109,0.85,21.205,0.726
724,2022-01-31 03:00:00,2022-01-31 04:00:00,10022,Dandenong,17.098,20.118,10.721,0.746,20.199,19.671,1.07,329.155,0.981
725,2022-01-31 04:00:00,2022-01-31 05:00:00,10022,Dandenong,40.498,20.655,9.993,3.412,10.443,19.127,1.467,329.062,1.304
726,2022-01-31 05:00:00,2022-01-31 06:00:00,10022,Dandenong,38.59,20.589,10.767,2.842,10.57,15.972,1.693,13.363,1.628
727,2022-01-31 06:00:00,2022-01-31 07:00:00,10022,Dandenong,36.11,20.797,8.028,6.334,11.13,21.24,1.579,10.83,1.483
728,2022-01-31 07:00:00,2022-01-31 08:00:00,10022,Dandenong,38.113,21.775,9.343,5.959,14.373,46.94,0.692,46.386,0.362
729,2022-01-31 08:00:00,2022-01-31 09:00:00,10022,Dandenong,40.169,23.102,9.031,8.306,15.051,47.707,0.707,136.789,0.377
730,2022-01-31 09:00:00,2022-01-31 10:00:00,10022,Dandenong,38.017,25.821,8.486,12.769,19.659,43.896,1.168,79.716,0.687
731,2022-01-31 10:00:00,2022-01-31 11:00:00,10022,Dandenong,35.658,28.35,7.485,26.35,14.419,42.608,1.39,86.069,0.53
732,2022-01-31 11:00:00,2022-01-31 12:00:00,10022,Dandenong,29.085,30.555,6.377,38.792,13.397,44.386,1.321,343.863,0.884
733,2022-01-31 12:00:00,2022-01-31 13:00:00,10022,Dandenong,25.918,32.037,4.647,45.717,,35.982,1.674,338.389,1.176
734,2022-01-31 13:00:00,2022-01-31 14:00:00,10022,Dandenong,26.585,32.888,5.654,53.377,,44.637,1.273,57.552,0.46
735,2022-01-31 14:00:00,2022-01-31 15:00:00,10022,Dandenong,25.396,33.174,4.821,53.419,8.665,39.605,1.382,32.968,0.205
736,2022-01-31 15:00:00,2022-01-31 16:00:00,10022,Dandenong,22.64,33.066,8.484,46.116,18.998,31.669,1.751,118.167,1.402
737,2022-01-31 16:00:00,2022-01-31 17:00:00,10022,Dandenong,27.302,33.635,8.711,51.673,27.43,24.711,2.681,166.705,2.25
738,2022-01-31 17:00:00,2022-01-31 18:00:00,10022,Dandenong,27.374,32.539,10.59,47.398,26.648,19.167,3.039,141.205,2.819
739,2022-01-31 18:00:00,2022-01-31 19:00:00,10022,Dandenong,24.364,31.695,7.673,44.429,23.881,13.62,3.596,123.744,3.492
740,2022-01-31 19:00:00,2022-01-31 20:00:00,10022,Dandenong,22.155,29.764,9.046,36.885,30.61,13.19,2.637,108.968,2.563
741,2022-01-31 20:00:00,2022-01-31 21:00:00,10022,Dandenong,25.274,28.311,9.144,26.714,25.977,15.589,1.771,101.226,1.711
742,2022-01-31 21:00:00,2022-01-31 22:00:00,10022,Dandenong,25.448,26.948,8.695,20.395,12.38,19.003,1.374,86.896,1.293
743,2022-01-31 22:00:00,2022-01-31 23:00:00,10022,Dandenong,26.139,25.308,12.304,14.313,13.846,20.252,0.692,48.543,0.599
744,2022-01-31 23:00:00,2022-02-01 00:00:00,10022,Dandenong,31.763,24.564,8.765,18.256,60.316,16.67,3.295,298.855,2.988
745,2022-02-01 00:00:00,2022-02-01 01:00:00,10022,Dandenong,,22.44,,,14.501,16.552,1.696,308.477,1.563
746,2022-02-01 01:00:00,2022-02-01 02:00:00,10022,Dandenong,39.498,22.072,6.533,14.529,9.284,14.914,1.758,7.252,1.612
747,2022-02-01 02:00:00,2022-02-01 03:00:00,10022,Dandenong,36.956,22.356,8.276,16.178,,17.096,1.849,9.647,1.745
748,2022-02-01 03:00:00,2022-02-01 04:00:00,10022,Dandenong,27.189,23.154,10.108,20.762,,20.329,1.551,6.592,1.285
749,2022-02-01 04:00:00,2022-02-01 05:00:00,10022,Dandenong,25.125,22.915,16.337,14.967,31.927,16.411,1.992,302.845,1.503
750,2022-02-01 05:00:00,2022-02-01 06:00:00,10022,Dandenong,48.551,22.576,20.945,4.837,74.367,15.981,2.109,264.3,1.997
751,2022-02-01 06:00:00,2022-02-01 07:00:00,10022,Dandenong,53.102,21.913,10.932,19.141,,14.221,4.115,246.658,3.846
752,2022-02-01 07:00:00,2022-02-01 08:00:00,10022,Dandenong,46.449,20.865,9.585,16.416,,15.855,4.112,258.999,3.803
753,2022-02-01 08:00:00,2022-02-01 09:00:00,10022,Dandenong,19.59,21.338,4.501,17.03,,13.653,5.824,256.901,5.607
754,2022-02-01 09:00:00,2022-02-01 10:00:00,10022,Dandenong,16.889,21.443,4.659,17.075,,14.895,4.625,246.143,4.468
755,2022-02-01 10:00:00,2022-02-01 11:00:00,10022,Dandenong,11.815,21.606,3.874,17.488,2.504,14.739,4.658,252.66,4.461
756,2022-02-01 11:00:00,2022-02-01 12:00:00,10022,Dandenong,17.883,21.039,6.479,16.098,20.413,16.249,2.778,247.434,2.637
757,2022-02-01 12:00:00,2022-02-01 13:00:00,10022,Dandenong,16.366,21.636,6.098,16.172,19.268,20.888,2.275,233.309,2.014
758,2022-02-01 13:00:00,2022-02-01 14:00:00,10022,Dandenong,16.672,23.281,4.167,15.2,15.205,18.218,4.15,220.47,3.908
759,2022-02-01 14:00:00,2022-02-01 15:00:00,10022,Dandenong,18.202,23.024,3.545,14.833,13.346,15.661,5.349,220.519,5.133
760,2022-02-01 15:00:00,2022-02-01 16:00:00,10022,Dandenong,21.626,22.192,2.935,13.954,22.711,14.64,6.224,217.549,6.03
761,2022-02-01 16:00:00,2022-02-01 17:00:00,10022,Dandenong,20.086,21.518,2.51,12.894,18.663,14.785,6.337,214.641,6.107
762,2022-02-01 17:00:00,2022-02-01 18:00:00,10022,Dandenong,15.729,20.795,2.247,12.181,26.372,14.822,6.744,219.729,6.523
763,2022-02-01 18:00:00,2022-02-01 19:00:00,10022,Dandenong,13.611,19.281,1.905,12.02,25.567,14.331,6.763,219.493,6.54
764,2022-02-01 19:00:00,2022-02-01 20:00:00,10022,Dandenong,12.756,17.844,2.164,11.879,15.701,14.256,5.834,222.174,5.649
765,2022-02-01 20:00:00,2022-02-01 21:00:00,10022,Dandenong,11.808,17.082,1.882,11.982,28.383,14.617,5.345,216.961,5.164
766,2022-02-01 21:00:00,2022-02-01 22:00:00,10022,Dandenong,13.563,15.386,2.84,10.539,13.449,16.073,3.841,196.647,3.642
767,2022-02-01 22:00:00,2022-02-01 23:00:00,10022,Dandenong,13.738,15.795,2.999,10.258,6.647,15.432,3.98,189.315,3.845
768,2022-02-01 23:00:00,2022-02-02 00:00:00,10022,Dandenong,15.893,15.824,3.565,9.836,16.106,14.201,3.663,187.058,3.551
769,2022-02-02 00:00:00,2022-02-02 01:00:00,10022,Dandenong,,15.845,,,9.167,14.708,3.807,190.798,3.688
770,2022-02-02 01:00:00,2022-02-02 02:00:00,10022,Dandenong,16.737,15.296,3.97,10.025,11.817,13.658,3.623,195.007,3.521
771,2022-02-02 02:00:00,2022-02-02 03:00:00,10022,Dandenong,16.336,15.437,3.426,10.793,17.965,14.594,2.63,191.738,2.55
772,2022-02-02 03:00:00,2022-02-02 04:00:00,10022,Dandenong,15.191,15.342,6.259,8.342,23.545,16.504,2.651,187.301,2.55
773,2022-02-02 04:00:00,2022-02-02 05:00:00,10022,Dandenong,15.969,14.942,7.597,7.078,24.788,15.825,2.817,185.757,2.694
774,2022-02-02 05:00:00,2022-02-02 06:00:00,10022,Dandenong,15.656,14.894,11.254,4.585,22.739,15.897,2.546,186.997,2.452
775,2022-02-02 06:00:00,2022-02-02 07:00:00,10022,Dandenong,12.979,15.362,11.262,5.232,13.662,16.572,3.438,190.533,3.303
776,2022-02-02 07:00:00,2022-02-02 08:00:00,10022,Dandenong,11.662,16.457,8.265,8.231,21.466,14.727,4.163,189.695,4.026
777,2022-02-02 08:00:00,2022-02-02 09:00:00,10022,Dandenong,10.371,17.571,5.163,11.73,21.359,16.667,4.465,183.676,4.263
778,2022-02-02 09:00:00,2022-02-02 10:00:00,10022,Dandenong,,,,,21.827,,,,
779,2022-02-02 10:00:00,2022-02-02 11:00:00,10022,Dandenong,,,,,26.512,,,,
780,2022-02-02 11:00:00,2022-02-02 12:00:00,10022,Dandenong,,,,,8.969,,,,
781,2022-02-02 12:00:00,2022-02-02 13:00:00,10022,Dandenong,9.127,,3.99,14.703,19.456,,,,
782,2022-02-02 13:00:00,2022-02-02 14:00:00,10022,Dandenong,8.604,,4.704,14.015,21.124,,,,
783,2022-02-02 14:00:00,2022-02-02 15:00:00,10022,Dandenong,9.848,,6.708,11.784,27.095,,,,
784,2022-02-02 15:00:00,2022-02-02 16:00:00,10022,Dandenong,8.766,,5.358,11.921,15.539,,,,
785,2022-02-02 16:00:00,2022-02-02 17:00:00,10022,Dandenong,10.021,,4.993,12.191,19.763,,,,
786,2022-02-02 17:00:00,2022-02-02 18:00:00,10022,Dandenong,9.301,,4.759,11.641,25.134,,,,
787,2022-02-02 18:00:00,2022-02-02 19:00:00,10022,Dandenong,5.532,,3.521,11.545,21.138,,,,
788,2022-02-02 19:00:00,2022-02-02 20:00:00,10022,Dandenong,8.982,,4.259,10.589,9.993,,,,
789,2022-02-02 20:00:00,2022-02-02 21:00:00,10022,Dandenong,13.595,,5.279,9.519,19.559,,,,
790,2022-02-02 21:00:00,2022-02-02 22:00:00,10022,Dandenong,21.279,,6.685,7.695,15.027,,,,
791,2022-02-02 22:00:00,2022-02-02 23:00:00,10022,Dandenong,16.184,,8.843,5.792,18.629,,,,
792,2022-02-02 23:00:00,2022-02-03 00:00:00,10022,Dandenong,14.326,,5.923,8.504,13.41,,,,
793,2022-02-03 00:00:00,2022-02-03 01:00:00,10022,Dandenong,,,,,19.514,,,,
794,2022-02-03 01:00:00,2022-02-03 02:00:00,10022,Dandenong,10.17,,11.367,2.136,23.578,,,,
795,2022-02-03 02:00:00,2022-02-03 03:00:00,10022,Dandenong,7.124,,5.308,7.454,25.498,,,,
796,2022-02-03 03:00:00,2022-02-03 04:00:00,10022,Dandenong,6.367,,3.828,8.08,9.072,,,,
797,2022-02-03 04:00:00,2022-02-03 05:00:00,10022,Dandenong,12.011,,12.263,1.566,10.146,,,,
798,2022-02-03 05:00:00,2022-02-03 06:00:00,10022,Dandenong,20.958,,15.393,1.35,13.408,,,,
799,2022-02-03 06:00:00,2022-02-03 07:00:00,10022,Dandenong,17.978,,17.5,2.239,,,,,
800,2022-02-03 07:00:00,2022-02-03 08:00:00,10022,Dandenong,15.075,,12.83,6.305,26.158,,,,
801,2022-02-03 08:00:00,2022-02-03 09:00:00,10022,Dandenong,10.686,,9.152,10.226,16.812,,,,
802,2022-02-03 09:00:00,2022-02-03 10:00:00,10022,Dandenong,10.655,,6.733,13.177,20.185,,,,
803,2022-02-03 10:00:00,2022-02-03 11:00:00,10022,Dandenong,10.854,,6.102,12.471,32.726,,,,
804,2022-02-03 11:00:00,2022-02-03 12:00:00,10022,Dandenong,10.448,,4.753,13.874,17.906,,,,
805,2022-02-03 12:00:00,2022-02-03 13:00:00,10022,Dandenong,12.615,,5.255,13.033,28.639,,,,
806,2022-02-03 13:00:00,2022-02-03 14:00:00,10022,Dandenong,11.44,,5.373,13.06,29.009,,,,
807,2022-02-03 14:00:00,2022-02-03 15:00:00,10022,Dandenong,12.861,,6.283,12.817,32.783,,,,
808,2022-02-03 15:00:00,2022-02-03 16:00:00,10022,Dandenong,12.805,,4.83,14.06,14.759,,,,
809,2022-02-03 16:00:00,2022-02-03 17:00:00,10022,Dandenong,11.464,,3.463,15.078,22.119,,,,
810,2022-02-03 17:00:00,2022-02-03 18:00:00,10022,Dandenong,13.688,,3.057,15.711,28.627,,,,
811,2022-02-03 18:00:00,2022-02-03 19:00:00,10022,Dandenong,16.113,,3.551,15.263,25.269,,,,
812,2022-02-03 19:00:00,2022-02-03 20:00:00,10022,Dandenong,16.1,,4.229,13.991,31.486,,,,
813,2022-02-03 20:00:00,2022-02-03 21:00:00,10022,Dandenong,16.751,,7.294,9.047,32.144,,,,
814,2022-02-03 21:00:00,2022-02-03 22:00:00,10022,Dandenong,19.803,,8.007,7.31,31.553,,,,
815,2022-02-03 22:00:00,2022-02-03 23:00:00,10022,Dandenong,20.213,,8.204,6.277,28.31,,,,
816,2022-02-03 23:00:00,2022-02-04 00:00:00,10022,Dandenong,23.071,,9.707,4.363,27.982,,,,
817,2022-02-04 00:00:00,2022-02-04 01:00:00,10022,Dandenong,,,,,13.544,,,,
818,2022-02-04 01:00:00,2022-02-04 02:00:00,10022,Dandenong,14.22,,8.951,4.013,14.573,,,,
819,2022-02-04 02:00:00,2022-02-04 03:00:00,10022,Dandenong,14.979,,11.539,0.847,11.904,,,,
820,2022-02-04 03:00:00,2022-02-04 04:00:00,10022,Dandenong,19.321,,12.048,0.445,16.276,,,,
821,2022-02-04 04:00:00,2022-02-04 05:00:00,10022,Dandenong,16.195,,10.089,0.299,13.631,,,,
822,2022-02-04 05:00:00,2022-02-04 06:00:00,10022,Dandenong,22.239,,14.236,0.381,25.309,,,,
823,2022-02-04 06:00:00,2022-02-04 07:00:00,10022,Dandenong,32.273,,20.237,0.764,58.955,,,,
824,2022-02-04 07:00:00,2022-02-04 08:00:00,10022,Dandenong,22.853,,15.589,3.159,35.561,,,,
825,2022-02-04 08:00:00,2022-02-04 09:00:00,10022,Dandenong,14.926,,9.462,7.735,36.763,,,,
826,2022-02-04 09:00:00,2022-02-04 10:00:00,10022,Dandenong,12.964,,7.559,10.415,27.46,,,,
827,2022-02-04 10:00:00,2022-02-04 11:00:00,10022,Dandenong,10.208,,5.492,13.817,18.974,,,,
828,2022-02-04 11:00:00,2022-02-04 12:00:00,10022,Dandenong,10.896,,7.369,14.917,26.928,,,,
829,2022-02-04 12:00:00,2022-02-04 13:00:00,10022,Dandenong,8.615,,6.479,15.894,21.684,,,,
830,2022-02-04 13:00:00,2022-02-04 14:00:00,10022,Dandenong,10.14,,7.433,15.86,25.245,,,,
831,2022-02-04 14:00:00,2022-02-04 15:00:00,10022,Dandenong,9.87,,6.125,15.17,41.697,,,,
832,2022-02-04 15:00:00,2022-02-04 16:00:00,10022,Dandenong,11.199,,5.517,14.347,36.092,,,,
833,2022-02-04 16:00:00,2022-02-04 17:00:00,10022,Dandenong,14.133,,7.821,14.798,26.946,,,,
834,2022-02-04 17:00:00,2022-02-04 18:00:00,10022,Dandenong,13.62,,6.323,15.612,36.112,,,,
835,2022-02-04 18:00:00,2022-02-04 19:00:00,10022,Dandenong,17.813,,6.626,13.367,35.199,,,,
836,2022-02-04 19:00:00,2022-02-04 20:00:00,10022,Dandenong,10.684,,5.939,12.343,24.767,,,,
837,2022-02-04 20:00:00,2022-02-04 21:00:00,10022,Dandenong,11.684,,6.451,9.922,38.456,,,,
838,2022-02-04 21:00:00,2022-02-04 22:00:00,10022,Dandenong,8.455,,6.908,8.312,20.401,,,,
839,2022-02-04 22:00:00,2022-02-04 23:00:00,10022,Dandenong,7.848,,4.417,10.008,18.91,,,,
840,2022-02-04 23:00:00,2022-02-05 00:00:00,10022,Dandenong,7.41,,3.169,11.101,12.869,,,,
841,2022-02-05 00:00:00,2022-02-05 01:00:00,10022,Dandenong,,,,,8.828,,,,
842,2022-02-05 01:00:00,2022-02-05 02:00:00,10022,Dandenong,5.98,,4.002,10.12,10.641,,,,
843,2022-02-05 02:00:00,2022-02-05 03:00:00,10022,Dandenong,6.43,,4.356,8.47,7.588,,,,
844,2022-02-05 03:00:00,2022-02-05 04:00:00,10022,Dandenong,8.042,,6.546,6.671,8.827,,,,
845,2022-02-05 04:00:00,2022-02-05 05:00:00,10022,Dandenong,9.12,,8.083,5.179,11.632,,,,
846,2022-02-05 05:00:00,2022-02-05 06:00:00,10022,Dandenong,13.36,,11.791,1.426,22.857,,,,
847,2022-02-05 06:00:00,2022-02-05 07:00:00,10022,Dandenong,8.903,,7.971,3.487,10.404,,,,
848,2022-02-05 07:00:00,2022-02-05 08:00:00,10022,Dandenong,7.332,,5.132,6.442,11.941,,,,
849,2022-02-05 08:00:00,2022-02-05 09:00:00,10022,Dandenong,6.602,,4.445,9.505,,,,,
850,2022-02-05 09:00:00,2022-02-05 10:00:00,10022,Dandenong,6.168,,3.997,12.431,7.015,,,,
851,2022-02-05 10:00:00,2022-02-05 11:00:00,10022,Dandenong,6.593,,4.049,16.228,6.749,,,,
852,2022-02-05 11:00:00,2022-02-05 12:00:00,10022,Dandenong,7.012,,4.224,19.964,7.494,,,,
853,2022-02-05 12:00:00,2022-02-05 13:00:00,10022,Dandenong,7.946,,4.186,23.811,11.081,,,,
854,2022-02-05 13:00:00,2022-02-05 14:00:00,10022,Dandenong,7.797,,3.78,22.712,19.54,,,,
855,2022-02-05 14:00:00,2022-02-05 15:00:00,10022,Dandenong,7.589,,3.985,20.964,18.772,,,,
856,2022-02-05 15:00:00,2022-02-05 16:00:00,10022,Dandenong,7.395,,3.355,19.779,18.362,,,,
857,2022-02-05 16:00:00,2022-02-05 17:00:00,10022,Dandenong,8.002,,3.669,20.948,24.119,,,,
858,2022-02-05 17:00:00,2022-02-05 18:00:00,10022,Dandenong,7.682,,3.099,18.836,17.272,,,,
859,2022-02-05 18:00:00,2022-02-05 19:00:00,10022,Dandenong,9.317,,3.634,15.311,46.064,,,,
860,2022-02-05 19:00:00,2022-02-05 20:00:00,10022,Dandenong,9.708,,3.854,13.216,27.417,,,,
861,2022-02-05 20:00:00,2022-02-05 21:00:00,10022,Dandenong,8.437,,3.623,13.021,23.485,,,,
862,2022-02-05 21:00:00,2022-02-05 22:00:00,10022,Dandenong,6.6,,3.263,11.722,14.033,,,,
863,2022-02-05 22:00:00,2022-02-05 23:00:00,10022,Dandenong,6.167,,3.116,11.577,13.515,,,,
864,2022-02-05 23:00:00,2022-02-06 00:00:00,10022,Dandenong,6.226,,3.776,10.516,12.882,,,,
865,2022-02-06 00:00:00,2022-02-06 01:00:00,10022,Dandenong,,,,,11.511,,,,
866,2022-02-06 01:00:00,2022-02-06 02:00:00,10022,Dandenong,5.935,,4.114,8.949,8.764,,,,
867,2022-02-06 02:00:00,2022-02-06 03:00:00,10022,Dandenong,6.353,,4.486,8.666,8.584,,,,
868,2022-02-06 03:00:00,2022-02-06 04:00:00,10022,Dandenong,6.476,,4.158,8.638,8.548,,,,
869,2022-02-06 04:00:00,2022-02-06 05:00:00,10022,Dandenong,6.42,,3.361,8.64,9.041,,,,
870,2022-02-06 05:00:00,2022-02-06 06:00:00,10022,Dandenong,8.246,,6.349,4.61,8.95,,,,
871,2022-02-06 06:00:00,2022-02-06 07:00:00,10022,Dandenong,9.167,,6.871,4.422,12.497,,,,
872,2022-02-06 07:00:00,2022-02-06 08:00:00,10022,Dandenong,8.122,,4.81,8.226,11.925,,,,
873,2022-02-06 08:00:00,2022-02-06 09:00:00,10022,Dandenong,7.384,,3.49,11.383,8.594,,,,
874,2022-02-06 09:00:00,2022-02-06 10:00:00,10022,Dandenong,7.455,,2.87,14.803,9.215,,,,
875,2022-02-06 10:00:00,2022-02-06 11:00:00,10022,Dandenong,7.684,,3.413,17.347,7.142,,,,
876,2022-02-06 11:00:00,2022-02-06 12:00:00,10022,Dandenong,7.986,,5.003,19.016,7.408,,,,
877,2022-02-06 12:00:00,2022-02-06 13:00:00,10022,Dandenong,8.055,,3.676,21.119,15.567,,,,
878,2022-02-06 13:00:00,2022-02-06 14:00:00,10022,Dandenong,8.189,,2.951,19.492,7.043,,,,
879,2022-02-06 14:00:00,2022-02-06 15:00:00,10022,Dandenong,8.415,,2.764,18.415,9.584,,,,
880,2022-02-06 15:00:00,2022-02-06 16:00:00,10022,Dandenong,8.341,,2.357,19.536,14.784,,,,
881,2022-02-06 16:00:00,2022-02-06 17:00:00,10022,Dandenong,11.415,,2.538,19.219,23.606,,,,
882,2022-02-06 17:00:00,2022-02-06 18:00:00,10022,Dandenong,10.785,,2.656,17.548,35.15,,,,
883,2022-02-06 18:00:00,2022-02-06 19:00:00,10022,Dandenong,12.866,,2.846,15.459,33.057,,,,
884,2022-02-06 19:00:00,2022-02-06 20:00:00,10022,Dandenong,13.359,,3.341,13.596,21.748,,,,
885,2022-02-06 20:00:00,2022-02-06 21:00:00,10022,Dandenong,12.621,,3.44,12.403,20.476,,,,
